uuid,image1_index,image2_index,pair_id,method,x1,y1,x2,y2,confidence,r11,r12,r13,tx,r21,r22,r23,ty,r31,r32,r33,tz,h41,h42,h43,h44
d27c129d-bc94-4fd2-b577-e20d6ef4bfa8,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,135.3982391357422,844.247802734375,125.58303833007812,843.7805786132812,0.9988111257553101,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
35886854-fe4c-44f4-a4c2-bd9e7fdf61ca,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,151.3274383544922,597.3451538085938,142.37437438964844,598.6265869140625,0.9964191913604736,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
32f91f3c-f48c-46b4-97b2-8393cc812024,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,39.8230094909668,676.9911499023438,32.38349533081055,677.267822265625,0.9960404634475708,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
95883b42-6652-4eb4-852c-9e6367514d97,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,39.8230094909668,684.9557495117188,31.563013076782227,684.832763671875,0.9957059621810913,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
0779dce3-4b86-48b7-b2df-b14339415b4b,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,127.43363189697266,661.0619506835938,120.38890075683594,660.9075927734375,0.9952366352081299,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
b0e22cdc-4420-456d-a63b-9308d243a7c1,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,47.78761291503906,653.0973510742188,41.5648078918457,652.5609130859375,0.9950234889984131,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
808b9ff2-9aa2-43e3-81fb-cc263d1bdf6f,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,127.43363189697266,844.247802734375,116.60266876220703,843.86083984375,0.9948505163192749,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
304ae357-48dc-43ea-9739-5cd88a47fbd2,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,103.53982543945312,645.1327514648438,96.22191619873047,643.3052368164062,0.9948228001594543,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
4567613e-c06c-4346-8903-bfb6629f29e2,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,103.53982543945312,509.7345275878906,96.602294921875,509.25421142578125,0.9948216080665588,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
7948e63d-c092-463c-a616-c53f645ab760,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,87.6106185913086,629.2035522460938,80.74095153808594,630.4039306640625,0.994766354560852,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
37c7afd9-0ead-4589-93b3-2c5a5c6fbac8,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,135.3982391357422,836.283203125,124.54225158691406,835.5802612304688,0.9946553111076355,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
19d2f962-5436-46b2-9f2a-322b48328e07,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,95.57522583007812,669.0265502929688,87.77713012695312,669.2701416015625,0.994206964969635,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
c024a083-4e21-4bb6-a609-4f7603a391f2,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,151.3274383544922,621.2389526367188,143.8522491455078,622.241455078125,0.9941059947013855,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
2dc3b5a6-8218-4649-91bc-07b30fe8b7a0,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,127.43363189697266,645.1327514648438,118.66036987304688,644.825439453125,0.9940048456192017,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
904655e0-38e2-452b-af33-bf93cd27ca71,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,143.3628387451172,780.531005859375,134.7122344970703,780.9060668945312,0.9938386082649231,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
44a720f5-a96d-4563-9c80-d38498c526a6,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,119.46903228759766,876.106201171875,110.43505859375,875.34033203125,0.9938315749168396,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
b5f5be48-a269-4d7b-9194-7e2acc8ac5ad,1,2,data/werdersee-batch2/image_0005_data/werdersee-batch2/image_0006,loftr,111.50442504882812,828.318603515625,103.05256652832031,829.3635864257812,0.9936278462409973,1.0021556964713403,0.00572948117487101,4.060672543778874,4.060672543778874,0.012896005040155907,1.0004659587893585,-0.7741754202089792,-0.7741754202089792,1.5361185294192612e-05,-5.764261510424089e-07,1.0,1.0,0.0,0.0,0.0,1.0
