uuid,image1_index,image2_index,pair_id,method,x1,y1,x2,y2,confidence,r11,r12,r13,tx,r21,r22,r23,ty,r31,r32,r33,tz,h41,h42,h43,h44
366f1b1f-f27e-461c-88fc-2f7c351a9059,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,119.46903228759766,844.247802734375,109.25117492675781,844.789306640625,0.9996398091316223,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
ab6a7bf3-e3c5-44e7-976f-4f4694555f7d,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,151.3274383544922,613.2743530273438,142.40603637695312,613.7027587890625,0.9995316863059998,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
2f048321-0a62-4990-bc82-79696b35b835,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,151.3274383544922,621.2389526367188,144.34178161621094,620.6958618164062,0.9993851780891418,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
a92778b8-a170-42f0-869b-2333b625591d,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,175.2212371826172,788.49560546875,166.49850463867188,787.8418579101562,0.9989197254180908,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
5a45148f-db29-4b3a-ba66-d4b254e0b44a,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,175.2212371826172,812.389404296875,165.41334533691406,811.9658203125,0.9988937377929688,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
0c294950-aea8-4e4c-ba9e-005dbeac1735,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,159.2920379638672,621.2389526367188,151.90338134765625,620.34228515625,0.9988909959793091,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
50c5caa5-9eab-4971-ac73-c15f32b517b7,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,103.53982543945312,581.4159545898438,95.46424865722656,581.351806640625,0.9988766312599182,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
2b0e4d11-7a9c-4143-a60f-7edf1a7d9988,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,111.50442504882812,637.1681518554688,104.88247680664062,634.3736572265625,0.9985582232475281,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
70d3eea2-3283-4346-85d7-2c10314e4a89,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,55.75221252441406,589.3805541992188,47.957069396972656,588.0311279296875,0.9985092878341675,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
19ae6200-e2a0-4faf-8793-41f000a5cbca,1,2,data/werdersee-batch2/image_0006_data/werdersee-batch2/image_0007,loftr,79.6460189819336,613.2743530273438,72.93067932128906,614.048095703125,0.9983789324760437,1.003854996683243,0.0034927750962634205,5.840642739182824,5.840642739182824,0.00036800880382433556,1.0085993637414996,-2.945714960588191,-2.945714960588191,-1.0293224396110138e-06,6.333239642477842e-06,1.0,1.0,0.0,0.0,0.0,1.0
