uuid,image1_index,image2_index,pair_id,method,threshold,x1,y1,x2,y2,confidence,r11,r12,r13,tx,r21,r22,r23,ty,r31,r32,r33,tz,h41,h42,h43,h44
7dcf7d07-72fc-43b6-a0d1-de8182c7f875,4,5,image_0008_image_0010,loftr,80.0,31.858407974243164,95.57522583007812,55.35084533691406,39.83574676513672,0.24258331954479218,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
2694d595-37fc-4405-b33e-24eed8ba771f,4,5,image_0008_image_0010,loftr,80.0,39.8230094909668,95.57522583007812,62.51090621948242,39.871009826660156,0.4772108793258667,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
1ecd0ebe-ffb9-4cc9-996a-48205956c7a0,4,5,image_0008_image_0010,loftr,80.0,79.6460189819336,95.57522583007812,79.29287719726562,62.1607666015625,0.22179390490055084,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
fd8cdac3-8d74-4c27-8497-0cfcac7db4bc,4,5,image_0008_image_0010,loftr,80.0,87.6106185913086,95.57522583007812,86.47708892822266,62.14176559448242,0.6120855808258057,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
00dc622b-1e72-4b4f-88a0-2bbec7588009,4,5,image_0008_image_0010,loftr,80.0,71.6814193725586,103.53982543945312,71.88286590576172,65.35467529296875,0.3361959457397461,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
d4c7f346-c7b9-4531-8a56-a4e09dd75629,4,5,image_0008_image_0010,loftr,80.0,79.6460189819336,103.53982543945312,80.5813217163086,71.3946762084961,0.45974820852279663,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
e7371ffb-0a61-4a8b-8e68-509de5529b3d,4,5,image_0008_image_0010,loftr,80.0,87.6106185913086,103.53982543945312,87.1771469116211,71.33170318603516,0.30806320905685425,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
0d4fa43b-de72-4a0a-9310-6325a8fb92f5,4,5,image_0008_image_0010,loftr,80.0,95.57522583007812,103.53982543945312,95.92594146728516,71.20452117919922,0.5831061601638794,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
2e44db43-a9f0-45b1-8e5e-65a08b2d9031,4,5,image_0008_image_0010,loftr,80.0,103.53982543945312,103.53982543945312,102.52452850341797,71.8306655883789,0.2781911790370941,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
0759320a-ea5b-4d75-8729-66b787251873,4,5,image_0008_image_0010,loftr,80.0,119.46903228759766,135.3982391357422,87.777587890625,104.83642578125,0.2478785365819931,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
33f824c6-3354-4438-b597-f4e466bbe60f,4,5,image_0008_image_0010,loftr,80.0,111.50442504882812,143.3628387451172,118.2196044921875,65.79871368408203,0.4913579523563385,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
3b8d5ea7-3492-455a-91b9-360b01af078d,4,5,image_0008_image_0010,loftr,80.0,63.71681594848633,191.15045166015625,88.6859359741211,143.95266723632812,0.42056816816329956,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
809b50e8-7137-48f5-a23d-a0b7c32a17f0,4,5,image_0008_image_0010,loftr,80.0,39.8230094909668,477.8761291503906,34.245845794677734,453.1311950683594,0.25161802768707275,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
81b3a6ac-6aeb-472f-a3fe-4a0ab741d77c,4,5,image_0008_image_0010,loftr,80.0,151.3274383544922,517.6991577148438,126.06620025634766,460.08154296875,0.20408755540847778,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
70d2b04f-d568-482c-8d3b-65c36f1ca9ff,4,5,image_0008_image_0010,loftr,80.0,143.3628387451172,525.6637573242188,110.89701080322266,475.638671875,0.3664039075374603,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
0a559308-d52e-4f1f-b8ca-c1a7d9600b13,4,5,image_0008_image_0010,loftr,80.0,151.3274383544922,533.6283569335938,119.71736907958984,487.033447265625,0.42827674746513367,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
1bedf070-f56e-4b3e-91a3-4694b6fd52a6,4,5,image_0008_image_0010,loftr,80.0,159.2920379638672,533.6283569335938,134.80642700195312,487.70648193359375,0.3833652138710022,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
c553c557-8655-4099-975d-464399132fd0,4,5,image_0008_image_0010,loftr,80.0,79.6460189819336,557.5221557617188,111.22154235839844,567.7265625,0.32204580307006836,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
e7a4462d-cf63-44d5-a619-7e38aa7cc6ae,4,5,image_0008_image_0010,loftr,80.0,39.8230094909668,597.3451538085938,31.708749771118164,543.0564575195312,0.3820997178554535,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
cc2d9a23-5401-46a6-972b-926a46dd4700,4,5,image_0008_image_0010,loftr,80.0,47.78761291503906,597.3451538085938,40.790225982666016,543.2937622070312,0.20299077033996582,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
ce7d8a95-b22a-474a-93e3-b20f8d6707a5,4,5,image_0008_image_0010,loftr,80.0,63.71681594848633,597.3451538085938,102.13671875,613.5718383789062,0.22369703650474548,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
e633ff99-bd93-4d36-9e89-7aba4cdeeca6,4,5,image_0008_image_0010,loftr,80.0,71.6814193725586,613.2743530273438,15.5818452835083,573.6309204101562,0.5483142137527466,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
e457bb1a-37bc-4993-b344-85ed9e9c7757,4,5,image_0008_image_0010,loftr,80.0,103.53982543945312,669.0265502929688,40.83070755004883,661.4263916015625,0.324584424495697,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
24a6db46-28a9-42ca-8b07-a11ab0f405dc,4,5,image_0008_image_0010,loftr,80.0,119.46903228759766,692.9203491210938,104.06161499023438,644.1371459960938,0.295513391494751,1.09000888837646,0.03027006621904335,-6.6388038844277615,-6.6388038844277615,-0.1665028728832094,1.1735186087930232,39.400158446039384,39.400158446039384,0.00022938216921467407,0.00021141962283291422,1.0,1.0,0.0,0.0,0.0,1.0
