uuid,image1_index,image2_index,pair_id,method,threshold,x1,y1,x2,y2,confidence,r11,r12,r13,tx,r21,r22,r23,ty,r31,r32,r33,tz,h41,h42,h43,h44
78a3255d-ee31-4c7f-b5b3-d09653582ed9,1,2,image_0005_image_0006,loftr,80.0,23.89380645751953,87.6106185913086,77.02567291259766,121.41620635986328,0.4866969883441925,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
0947f006-a0a1-4211-9167-cd4ca19c74f2,1,2,image_0005_image_0006,loftr,80.0,71.6814193725586,103.53982543945312,97.5333251953125,157.25413513183594,0.2075568437576294,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
f0c82187-6869-48e7-ae51-78f8cb2ce5df,1,2,image_0005_image_0006,loftr,80.0,111.50442504882812,103.53982543945312,135.406982421875,111.80462646484375,0.3131776750087738,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
b9574007-d2d1-402d-8c69-c232bdbb7898,1,2,image_0005_image_0006,loftr,80.0,71.6814193725586,111.50442504882812,95.9400405883789,166.80572509765625,0.47706466913223267,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
5408c889-d476-426b-b7c2-9c7f5cdafa7a,1,2,image_0005_image_0006,loftr,80.0,111.50442504882812,111.50442504882812,136.4036102294922,117.45664978027344,0.6672341227531433,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
06b4f561-b03b-4dd2-9935-625a34386d80,1,2,image_0005_image_0006,loftr,80.0,175.2212371826172,127.43363189697266,151.3262939453125,150.42086791992188,0.21658410131931305,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
0866e150-bcd0-4ed0-9997-f4310f75805e,1,2,image_0005_image_0006,loftr,80.0,103.53982543945312,151.3274383544922,103.2016372680664,105.05509948730469,0.332529753446579,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
b1cc63e1-8163-46bc-b7c4-18d97bb9b74d,1,2,image_0005_image_0006,loftr,80.0,63.71681594848633,159.2920379638672,16.639123916625977,161.0259552001953,0.5700201988220215,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
8242ea3d-ad71-4172-b5c2-5691af6838c0,1,2,image_0005_image_0006,loftr,80.0,95.57522583007812,159.2920379638672,94.19474792480469,231.68789672851562,0.6177697777748108,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
f1a09d6e-b742-423b-988f-b84b5082eb94,1,2,image_0005_image_0006,loftr,80.0,15.929203987121582,183.18585205078125,15.126106262207031,173.50790405273438,0.22760219871997833,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
b5620044-4120-4185-abc1-4408cd286582,1,2,image_0005_image_0006,loftr,80.0,87.6106185913086,215.04425048828125,88.07615661621094,285.1214294433594,0.337814599275589,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
2a577e06-d4bc-400a-8a98-590897570002,1,2,image_0005_image_0006,loftr,80.0,167.2566375732422,238.9380645751953,174.49386596679688,237.9943389892578,0.28530701994895935,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
d45cab99-f7eb-42a9-b0e9-2084057c2b51,1,2,image_0005_image_0006,loftr,80.0,71.6814193725586,246.9026641845703,93.49956512451172,196.59136962890625,0.27026644349098206,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
8fc99766-95cb-42af-aa4f-0be16a1d8495,1,2,image_0005_image_0006,loftr,80.0,87.6106185913086,246.9026641845703,109.88214874267578,199.25823974609375,0.44893333315849304,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
aeec4edf-d046-4b80-bf0c-4425306f088b,1,2,image_0005_image_0006,loftr,80.0,71.6814193725586,254.8672637939453,96.03998565673828,208.7141571044922,0.32687482237815857,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
4739244a-c34c-47dd-9e25-f95d1771a981,1,2,image_0005_image_0006,loftr,80.0,119.46903228759766,254.8672637939453,112.53108215332031,295.27398681640625,0.2101062536239624,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
26a4c7d1-a326-44b2-bfe1-9d970c3a6542,1,2,image_0005_image_0006,loftr,80.0,79.6460189819336,262.8318786621094,79.93919372558594,263.06683349609375,0.35673031210899353,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
7a4bd48c-23ea-4e8b-8728-5e916dc0ea38,1,2,image_0005_image_0006,loftr,80.0,95.57522583007812,262.8318786621094,87.61937713623047,262.32904052734375,0.28034526109695435,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
11a9dd14-4862-4b02-985e-1ab3b55a37a2,1,2,image_0005_image_0006,loftr,80.0,135.3982391357422,262.8318786621094,127.69999694824219,301.4713439941406,0.4298563301563263,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
57a16d1c-43c9-4566-8580-9780e7241c96,1,2,image_0005_image_0006,loftr,80.0,151.3274383544922,262.8318786621094,149.6201171875,301.1838684082031,0.45672285556793213,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
e3a3bc5e-ce16-4bfc-b24c-bb8c37ca5a48,1,2,image_0005_image_0006,loftr,80.0,159.2920379638672,262.8318786621094,133.79519653320312,200.4125213623047,0.33947205543518066,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
ca749470-24ec-41f6-9a15-70366dfd07ca,1,2,image_0005_image_0006,loftr,80.0,79.6460189819336,270.7964782714844,78.69551086425781,270.28839111328125,0.2647046446800232,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
5a92c603-e363-4e21-98d1-08ef43abae06,1,2,image_0005_image_0006,loftr,80.0,167.2566375732422,270.7964782714844,167.17144775390625,309.01971435546875,0.26216360926628113,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
e01bb776-8826-40a6-a9a4-aafa23bf3393,1,2,image_0005_image_0006,loftr,80.0,39.8230094909668,286.7256774902344,16.406557083129883,222.56796264648438,0.41162529587745667,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
fec10eb9-979c-4526-be37-336dec43d669,1,2,image_0005_image_0006,loftr,80.0,119.46903228759766,294.6902770996094,118.92237091064453,293.5709228515625,0.3812026083469391,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
fb5cb5f1-4e29-45c3-9819-b7941cdde673,1,2,image_0005_image_0006,loftr,80.0,47.78761291503906,302.6548767089844,48.0540771484375,308.46881103515625,0.29838523268699646,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
d7d4d64b-b312-4869-96f7-12da66ac7cc6,1,2,image_0005_image_0006,loftr,80.0,55.75221252441406,302.6548767089844,55.4779052734375,309.7296447753906,0.33828839659690857,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
07f0eb7b-fa47-4490-b6cc-93eb50b949cb,1,2,image_0005_image_0006,loftr,80.0,31.858407974243164,310.6194763183594,32.53622055053711,318.5087585449219,0.6449172496795654,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
894410f0-5597-4387-8c92-1ccb5abdd208,1,2,image_0005_image_0006,loftr,80.0,63.71681594848633,310.6194763183594,48.30833053588867,239.72975158691406,0.4438207149505615,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
aae5f8a1-129d-4ce2-8b62-ad0fb574b2c7,1,2,image_0005_image_0006,loftr,80.0,175.2212371826172,334.5132751464844,166.76776123046875,368.35968017578125,0.2819708287715912,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
63fe6d37-b724-4e36-ac61-583903b59838,1,2,image_0005_image_0006,loftr,80.0,55.75221252441406,342.4778747558594,55.08280944824219,341.393310546875,0.27253273129463196,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
fb10684d-fa60-41af-bdac-3302c0b8b2ad,1,2,image_0005_image_0006,loftr,80.0,47.78761291503906,350.4424743652344,53.61445236206055,350.3679504394531,0.22357304394245148,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
ce56e46e-0272-4c2b-bf9a-5b2f5014f889,1,2,image_0005_image_0006,loftr,80.0,39.8230094909668,390.2655029296875,40.97981262207031,460.79461669921875,0.8075615167617798,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
07b48d56-c9a6-4175-8779-3290c1166758,1,2,image_0005_image_0006,loftr,80.0,55.75221252441406,390.2655029296875,48.647193908691406,390.2550048828125,0.2946053445339203,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
c12c0e5c-871c-453d-93ec-5a1cc758f83e,1,2,image_0005_image_0006,loftr,80.0,79.6460189819336,390.2655029296875,71.315185546875,389.73541259765625,0.20839907228946686,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
33aab964-033b-4eed-a8fc-9cdb58a176e4,1,2,image_0005_image_0006,loftr,80.0,15.929203987121582,398.2301025390625,24.264087677001953,342.9962463378906,0.32987892627716064,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
34228c12-57a6-4657-8acb-78dc3745f774,1,2,image_0005_image_0006,loftr,80.0,23.89380645751953,398.2301025390625,30.748271942138672,343.6607971191406,0.32407644391059875,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
840fd097-0804-4142-a901-419f0d83d389,1,2,image_0005_image_0006,loftr,80.0,31.858407974243164,398.2301025390625,32.81603240966797,468.1252136230469,0.22625848650932312,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
e4073b0a-5f18-45f6-90c0-c64c41f253ea,1,2,image_0005_image_0006,loftr,80.0,39.8230094909668,398.2301025390625,40.44575500488281,471.0492858886719,0.8455685377120972,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
9393520b-ed5c-48e6-a301-873f8ec431b3,1,2,image_0005_image_0006,loftr,80.0,63.71681594848633,398.2301025390625,56.92938232421875,398.9209289550781,0.22514113783836365,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
ce11630e-4b56-4ac8-a86d-51a246c91a83,1,2,image_0005_image_0006,loftr,80.0,71.6814193725586,398.2301025390625,62.953025817871094,398.5248107910156,0.413560688495636,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
54552501-dd01-4cb6-883b-dc26f34b0843,1,2,image_0005_image_0006,loftr,80.0,79.6460189819336,398.2301025390625,70.1164779663086,398.8239440917969,0.6182479858398438,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
74c2cc99-1e60-4e87-a775-1884f9c91c66,1,2,image_0005_image_0006,loftr,80.0,71.6814193725586,406.1947021484375,65.33438873291016,407.6101989746094,0.423844575881958,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
fdaccbc1-3b29-4eaa-b792-a4152ccfbaf0,1,2,image_0005_image_0006,loftr,80.0,79.6460189819336,406.1947021484375,71.03973388671875,406.6981506347656,0.7052798867225647,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
03c27f5d-4a4c-4f1d-b624-8cd05c2adab4,1,2,image_0005_image_0006,loftr,80.0,167.2566375732422,406.1947021484375,159.55616760253906,414.32818603515625,0.2441525161266327,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
d84c47b1-280d-49d8-9c16-ae52a10cb687,1,2,image_0005_image_0006,loftr,80.0,23.89380645751953,414.1593017578125,23.99236297607422,444.3072204589844,0.5405532121658325,0.995271906843537,0.0037079213874766535,5.123795176358341,5.123795176358341,0.013325668853738242,0.9818589697900858,5.966559195315449,5.966559195315449,1.8026896920626613e-05,-1.3458226530669249e-05,1.0,1.0,0.0,0.0,0.0,1.0
